0;5;279.76174505433625;0.0010633468627929688
0;10;315.6148205851676;0.0020143985748291016
0;20;256.6339912122244;0.00408172607421875
0;50;269.85637263254455;0.008852243423461914
0;100;273.1109373217531;0.018388032913208008
1;5;1087.3224535436402;0.016449928283691406
1;10;994.7397880785467;0.02998518943786621
1;20;952.7401678937333;0.05763888359069824
1;50;813.3659348627484;0.1436150074005127
1;100;673.2120754751138;0.266756534576416
2;5;7510.569496999576;1.4270882606506348
2;10;6575.317144932921;2.5938560962677
2;20;6178.03098500935;5.183676242828369
2;50;4934.8627638557655;14.709717512130737
2;100;4100.428487392229;33.29582715034485
3;5;23419.359818433437;31.90200424194336
3;10;22318.485334586352;60.42632174491882
3;20;19300.387550753094;113.80929398536682
3;50;15836.106434076837;255.14329481124878
