10;5;269.2352004807181;0.0019986629486083984
10;10;269.2352004807181;0.0029952526092529297
10;20;269.2352004807181;0.006516933441162109
10;50;269.2352004807181;0.013779640197753906
10;100;269.2352004807181;0.029778718948364258
50;5;566.5557600186148;0.01952958106994629
50;10;601.5499982255777;0.03908848762512207
50;20;562.0291409947707;0.0762176513671875
50;50;561.1634217439265;0.1895594596862793
50;100;562.0291409947707;0.3673520088195801
500;5;2088.626049464819;1.7248716354370117
500;10;2045.5307745025548;3.25693416595459
500;20;2042.1587700982268;6.3628785610198975
500;50;1995.8244063553122;16.093659162521362
500;100;2037.3057941957259;32.85230803489685
2000;5;4090.891153933334;29.789548635482788
2000;10;4046.9333128794437;56.652180671691895
2000;20;4085.5788782869013;112.37552809715271
2000;50;3990.5730558452874;278.8638560771942
2000;100;3975.107001318401;564.3101537227631
