10;5;282.33431133022526;0.0026781558990478516
10;50;248.35654904269003;0.011939287185668945
10;200;233.11840794555033;0.0520174503326416
10;1000;233.11840794555033;0.25458288192749023
10;2000;233.11840794555033;0.5008199214935303
50;5;612.8149317465615;0.0318303108215332
50;50;569.1468894462911;0.12074899673461914
50;200;550.1913322537088;0.43439245223999023
50;1000;532.4170014838046;2.035875082015991
50;2000;539.935857641254;4.091686248779297
500;5;2209.501709138707;2.9531054496765137
500;50;2072.6896882695296;8.760293960571289
500;200;2039.7660533339324;28.71328568458557
500;1000;1965.313442427026;132.53113794326782
500;2000;1994.9853758891534;262.2257709503174
2000;5;4079.7332484283797;49.74845266342163
2000;50;4080.176500469281;132.65592765808105
2000;200;4028.0195548725683;397.4344308376312
2000;1000;3987.5830615746618;1746.272587299347
2000;2000;3978.6388325543885;3409.1860513687134
